name,age,height,nationality,current_club,current_market_value,date_highest_market_value,total_transfer_proceeds,apps_season,goals_season,assists_season,played_minutes,wc_winner,cl_winner,days_in_team,days_to_contract_expiry,international_exp,offence,midfield,defence,liga1,liga2,Asia,Africa,America,Europe,goals*mins
Jona,27,183,Honduras,ucam murcia cf,400000,1171,20000,31,11,3,2268,0,0,281,69,5,1,0,0,0,1,0,0,1,0,24948
Luis Fernández,23,175,Spain,ucam murcia cf,300000,1171,0,10,1,0,321,0,0,101,434,0,1,0,0,0,1,0,0,0,1,321
Leonardo Bonucci,29,190,Italy,juventus fc,40000000,190,30040000,36,3,1,2931,0,0,2487,1530,69,0,0,1,1,0,0,0,0,1,8793
Daniele Rugani,22,190,Italy,juventus fc,17000000,110,5000000,20,3,0,1558,0,0,811,1530,3,0,0,1,1,0,0,0,0,1,4674
Medhi Benatia,30,190,Morocco,juventus fc,15000000,1026,44600000,15,1,0,1001,0,0,281,69,49,0,0,1,1,0,0,1,0,0,1001
Giorgio Chiellini,32,187,Italy,juventus fc,10000000,1754,14200000,28,4,2,2210,0,0,4313,434,90,0,0,1,1,0,0,0,0,1,8840
Andrea Barzagli,35,187,Italy,juventus fc,2000000,3667,15900000,31,0,0,2084,1,0,2303,434,66,0,0,1,1,0,0,0,0,1,0
Alex Sandro,26,181,Brazil,juventus fc,30000000,110,37800000,36,2,5,2866,0,0,611,1165,6,0,0,1,1,0,0,0,1,0,5732
Paolo De Ceglie,30,184,Italy,juventus fc,600000,2816,7000000,11,0,0,19,0,0,3217,69,19,0,0,1,1,0,0,0,0,1,0
Dani Alves,33,172,Brazil,juventus fc,6000000,1905,36550000,26,3,5,1980,0,1,295,434,100,0,0,1,1,0,0,0,1,0,5940
Stephan Lichtsteiner,33,182,Switzerland,juventus fc,4000000,1403,11780000,25,1,4,1851,0,0,2122,434,88,0,0,1,1,0,0,0,0,1,1851
Tomás Rincón,29,177,Venezuela,juventus fc,9000000,110,8750000,31,0,3,1868,0,0,109,1165,83,0,1,0,1,0,0,0,1,0,0
Rolando Mandragora,19,183,Italy,juventus fc,3000000,679,6500000,2,0,0,135,0,0,459,1530,10,0,1,0,1,0,0,0,0,1,0
Miralem Pjanic,27,180,Bosnia-Herzegovina,juventus fc,38000000,281,50500000,39,8,11,2858,0,0,295,1530,74,0,1,0,1,0,0,0,0,1,22864
Claudio Marchisio,31,180,Italy,juventus fc,28000000,1555,75000,21,2,3,1546,0,0,4313,1165,54,0,1,0,1,0,0,0,0,1,3092
Sami Khedira,30,189,Germany,juventus fc,23000000,1007,14000000,40,5,2,3428,1,1,661,799,70,0,1,0,1,0,0,0,0,1,17140
Stefano Sturaro,24,181,Italy,juventus fc,11500000,281,9600000,25,0,4,1204,0,0,1026,1530,4,0,1,0,1,0,0,0,0,1,0
Kwadwo Asamoah,28,173,Ghana,juventus fc,11000000,1016,19000000,20,0,2,1523,0,0,1755,434,69,0,1,0,1,0,0,1,0,0,0
Mario Lemina,23,184,Gabon,juventus fc,8000000,281,14300000,23,0,1,1093,0,0,295,1165,6,0,1,0,1,0,0,1,0,0,0
Federico Mattiello,21,182,Italy,juventus fc,400000,836,0,7,2,4,630,0,0,1026,799,4,0,1,0,1,0,0,0,0,1,1260
Marko Pjaca,21,186,Croatia,juventus fc,18000000,275,24000000,22,3,1,721,0,0,275,1530,12,1,0,0,1,0,0,0,0,1,2163
Juan Cuadrado,28,178,Colombia,juventus fc,25000000,1016,58800000,37,3,9,2433,0,0,234,799,62,1,0,0,1,0,0,0,1,0,7299
Paulo Dybala,23,177,Argentina,juventus fc,50000000,25,45600000,38,16,8,2622,0,0,661,1895,6,1,0,0,1,0,0,0,1,0,41952
Gonzalo Higuaín,29,184,Argentina,juventus fc,75000000,190,141000000,45,29,3,3655,0,0,270,1530,68,1,0,0,1,0,0,0,1,0,105995
Mario Mandzukic,30,190,Croatia,juventus fc,18000000,1118,64500000,40,7,7,3046,0,1,661,799,74,1,0,0,1,0,0,0,0,1,21322
Jeison Murillo,24,182,Colombia,inter milan,14000000,474,8000000,31,1,1,2545,0,0,661,1165,25,0,0,1,1,0,0,0,1,0,2545
Miranda,32,186,Brazil,inter milan,14000000,820,16200000,35,0,0,3115,0,0,295,434,37,0,0,1,1,0,0,0,1,0,0
Gary Medel,29,171,Chile,inter milan,13000000,1312,24210000,26,0,0,2175,0,0,983,434,99,0,0,1,1,0,0,0,1,0,0
Marco Andreolli,30,187,Italy,inter milan,2000000,1403,7700000,4,0,0,198,0,0,1391,69,22,0,0,1,1,0,0,0,0,1,0
Eloge Yao,21,182,Cote d'Ivoire,inter milan,1800000,313,0,1,0,0,69,0,0,661,434,8,0,0,1,1,0,0,1,0,0,0
Trent Sainsbury,25,184,Australia,inter milan,1000000,794,1140000,0,0,0,0,0,0,81,69,22,0,0,1,1,0,1,0,0,0,0
Cristian Ansaldi,30,181,Argentina,inter milan,6000000,2108,28100000,25,0,2,1770,0,0,266,799,5,0,0,1,1,0,0,0,1,0,0
Davide Santon,26,186,Italy,inter milan,5500000,2455,9350000,13,0,0,970,0,1,661,434,8,0,0,1,1,0,0,0,0,1,0
Yuto Nagatomo,30,170,Japan,inter milan,4300000,1201,8130000,14,0,0,955,0,0,2122,799,93,0,0,1,1,0,1,0,0,0,0
Danilo D'Ambrosio,28,180,Italy,inter milan,10000000,25,3790000,33,3,3,2826,0,0,1178,1530,1,0,0,1,1,0,0,0,0,1,8478
João Mário,24,179,Portugal,inter milan,35000000,190,40000000,30,3,7,2062,0,0,237,1530,23,0,1,0,1,0,0,0,0,1,6186
Marcelo Brozovic,24,181,Croatia,inter milan,22000000,110,10700000,23,5,4,1692,0,0,295,1530,25,0,1,0,1,0,0,0,0,1,8460
Geoffrey Kondogbia,24,188,France,inter milan,19000000,577,60000000,23,1,1,1670,0,0,661,1165,5,0,1,0,1,0,0,0,0,1,1670
Roberto Gagliardini,23,188,Italy,inter milan,15000000,25,22000000,27,2,3,2020,0,0,-435,1530,1,0,1,0,1,0,0,0,0,1,4040
Éver Banega,28,174,Argentina,inter milan,19000000,190,22000000,30,6,8,1869,0,0,290,799,53,0,1,0,1,0,0,0,1,0,11214
Ivan Perisic,28,187,Croatia,inter milan,25000000,281,33060000,36,9,8,2595,0,0,601,1165,55,1,0,0,1,0,0,0,0,1,23355
Éder Citadin,30,178,Italy,inter milan,11000000,534,28800000,34,6,5,1618,0,0,295,1165,21,1,0,0,1,0,0,0,0,1,9708
Antonio Candreva,30,181,Italy,inter milan,23000000,662,33700000,39,8,8,2974,0,0,262,1165,45,1,0,0,1,0,0,0,0,1,23792
Gabriel Barbosa,20,178,Brazil,inter milan,20000000,273,29500000,8,1,0,153,0,0,235,1530,4,1,0,0,1,0,0,0,1,0,153
Jonathan Biabiany,28,177,France,inter milan,4000000,1026,18200000,4,0,0,149,0,0,652,799,7,1,0,0,1,0,0,0,0,1,0
Mauro Icardi,24,181,Argentina,inter milan,50000000,25,13330000,37,23,9,3084,0,0,1383,1530,1,1,0,0,1,0,0,0,1,0,70932
Rodrigo Palacio,35,175,Argentina,inter milan,1000000,1558,15400000,18,2,3,715,0,0,1756,69,27,1,0,0,1,0,0,0,1,0,1430
Andrea Pinamonti,17,185,Italy,inter milan,500000,99,0,25,17,1,2010,0,0,99,0,7,1,0,0,1,0,0,0,0,1,34170
Alessio Romagnoli,22,188,Italy,ac milan,25000000,110,26250000,27,1,1,2400,0,0,620,1165,5,0,0,1,1,0,0,0,0,1,2400
Gabriel Paletta,31,187,Italy,ac milan,6500000,1139,5200000,27,1,2,2373,0,0,810,434,3,0,0,1,1,0,0,0,0,1,2373
Gustavo Gómez,23,185,Paraguay,ac milan,6000000,257,10750000,14,0,0,898,0,0,260,1530,16,0,0,1,1,0,0,0,1,0,0
Cristián Zapata,30,187,Colombia,ac milan,2500000,2816,15900000,11,1,0,886,0,0,1391,799,47,0,0,1,1,0,0,0,1,0,886
Luca Antonelli,30,184,Italy,ac milan,6500000,281,11500000,9,0,0,417,0,0,661,799,13,0,0,1,1,0,0,0,0,1,0
Leonel Vangioni,29,181,Argentina,ac milan,2000000,441,0,10,0,0,649,0,0,295,799,3,0,0,1,1,0,0,0,1,0,0
Mattia De Sciglio,24,183,Italy,ac milan,8500000,1403,0,24,0,2,2050,0,0,2122,434,31,0,0,1,1,0,0,0,0,1,0
Ignazio Abate,30,180,Italy,ac milan,8000000,1754,5000000,26,0,2,2170,0,0,2852,799,22,0,0,1,1,0,0,0,0,1,0
Davide Calabria,20,176,Italy,ac milan,2500000,190,0,10,0,1,729,0,0,661,799,5,0,0,1,1,0,0,0,0,1,0
Manuel Locatelli,19,186,Italy,ac milan,5000000,110,0,26,2,0,1638,0,0,446,1165,2,0,1,0,1,0,0,0,0,1,3276
Riccardo Montolivo,32,182,Italy,ac milan,3500000,2455,5500000,8,0,0,667,0,0,1756,799,64,0,1,0,1,0,0,0,0,1,0
Giacomo Bonaventura,27,180,Italy,ac milan,24000000,110,7000000,22,5,6,1874,0,0,964,1165,8,0,1,0,1,0,0,0,0,1,9370
Andrea Bertolacci,26,179,Italy,ac milan,10000000,662,29700000,15,1,1,947,0,0,660,799,5,0,1,0,1,0,0,0,0,1,947
Juraj Kucka,30,186,Slovakia,ac milan,9000000,281,7000000,30,4,1,2131,0,0,603,799,54,0,1,0,1,0,0,0,0,1,8524
Mario Pasalic,22,188,Croatia,ac milan,6500000,25,3500000,23,4,1,1498,0,0,238,69,12,0,1,0,1,0,0,0,0,1,5992
Matías Fernández,30,178,Chile,ac milan,5500000,3529,16270000,8,1,0,333,0,0,234,69,73,0,1,0,1,0,0,0,1,0,333
Andrea Poli,27,182,Italy,ac milan,4500000,1026,10200000,13,0,0,380,0,0,1381,434,5,0,1,0,1,0,0,0,0,1,0
José Sosa,31,179,Argentina,ac milan,6000000,3697,26600000,17,0,2,1152,0,0,248,434,19,0,1,0,1,0,0,0,1,0,0
Lucas Ocampos,22,187,Argentina,ac milan,6000000,1194,21000000,25,3,1,1407,0,0,82,69,8,1,0,0,1,0,0,0,1,0,4221
Suso,23,177,Spain,ac milan,13000000,110,1360000,32,7,11,2732,0,0,826,799,5,1,0,0,1,0,0,0,0,1,19124
Gerard Deulofeu,23,174,Spain,ac milan,9000000,1440,6700000,26,2,4,1600,0,0,89,69,2,1,0,0,1,0,0,0,0,1,3200
Keisuke Honda,30,182,Japan,ac milan,3500000,1558,6000000,6,0,0,95,0,0,1205,69,88,1,0,0,1,0,1,0,0,0,0
Carlos Bacca,30,181,Colombia,ac milan,23000000,661,41500000,29,14,4,2112,0,0,659,1165,39,1,0,0,1,0,0,0,1,0,29568
Gianluca Lapadula,27,178,Italy,ac milan,8000000,110,9000000,23,5,3,868,0,0,295,1530,0,1,0,0,1,0,0,0,0,1,4340
Patrick Cutrone,19,183,Italy,ac milan,400000,94,0,22,20,3,1945,0,0,94,434,17,1,0,0,1,0,0,0,0,1,38900
Stefan de Vrij,25,189,Netherlands,ss lazio,20000000,190,7000000,26,1,1,2211,0,0,997,434,30,0,0,1,1,0,0,0,0,1,2211
Wallace,22,191,Brazil,ss lazio,8000000,110,17500000,24,1,1,1580,0,0,268,1530,3,0,0,1,1,0,0,0,1,0,1580
Wesley Hoedt,23,188,Netherlands,ss lazio,6000000,25,0,21,2,0,1730,0,0,661,799,2,0,0,1,1,0,0,0,0,1,3460
Bastos,25,180,Angola,ss lazio,4000000,332,6500000,15,0,0,1119,0,0,248,1165,28,0,0,1,1,0,0,1,0,0,0
Stefan Radu,30,183,Romania,ss lazio,6000000,1403,5400000,28,2,1,2311,0,0,3217,1165,14,0,0,1,1,0,0,0,0,1,4622
Jordan Lukaku,22,177,Belgium,ss lazio,3800000,325,4000000,16,0,2,896,0,0,274,799,7,0,0,1,1,0,0,0,0,1,0
Dusan Basta,32,183,Serbia,ss lazio,3500000,1403,11700000,26,0,3,2092,0,0,661,799,17,0,0,1,1,0,0,0,0,1,0
Patric,24,184,Spain,ss lazio,1000000,1171,500000,18,0,1,980,0,0,661,799,0,0,0,1,1,0,0,0,0,1,0
Lucas Biglia,31,178,Argentina,ss lazio,20000000,281,11400000,28,5,2,2214,0,0,1372,434,49,0,1,0,1,0,0,0,1,0,11070
Sergej Milinkovic-Savic,22,191,Serbia,ss lazio,15000000,25,10000000,33,7,7,2555,0,0,625,1895,10,0,1,0,1,0,0,0,0,1,17885
Marco Parolo,32,184,Italy,ss lazio,7000000,662,12000000,34,5,2,3014,0,0,1026,1165,30,0,1,0,1,0,0,0,0,1,15070
Alessandro Murgia,20,185,Italy,ss lazio,1000000,25,0,15,1,0,386,0,0,661,1895,2,0,1,0,1,0,0,0,0,1,386
Abukar Mohamed,18,186,Finland,ss lazio,50000,477,0,172,0,0,0,0,0,81,1530,7,0,1,0,1,0,0,0,0,1,0
Felipe Anderson,24,175,Brazil,ss lazio,24000000,110,7500000,34,4,13,2813,0,0,1383,1165,4,0,1,0,1,0,0,0,1,0,11252
Senad Lulic,31,183,Bosnia-Herzegovina,ss lazio,7000000,836,3670000,30,2,8,2400,0,0,2122,1165,53,0,1,0,1,0,0,0,0,1,4800
Luca Crecco,21,183,Italy,ss lazio,650000,802,0,13,0,1,694,0,0,1391,799,5,0,1,0,1,0,0,0,0,1,0
Luis Alberto,24,183,Spain,ss lazio,4000000,1312,12200000,7,1,0,204,0,0,234,1530,1,0,1,0,1,0,0,0,0,1,204
Keita Baldé,22,184,Senegal,ss lazio,17000000,110,300000,28,8,4,1588,0,0,1391,434,12,1,0,0,1,0,0,1,0,0,12704
Cristiano Lombardi,21,180,Italy,ss lazio,500000,190,0,15,1,0,392,0,0,1026,1895,2,1,0,0,1,0,0,0,0,1,392
Ciro Immobile,27,185,Italy,ss lazio,15000000,1026,57630000,35,21,6,3048,0,0,269,1530,22,1,0,0,1,0,0,0,0,1,64008
Filip Djordjevic,29,186,Serbia,ss lazio,2800000,836,2200000,16,1,0,438,0,0,1026,434,14,1,0,0,1,0,0,0,0,1,438
Mamadou Tounkara,21,184,Spain,ss lazio,400000,1032,0,1,0,0,4,0,0,1026,434,0,1,0,0,1,0,0,0,0,1,0
Alessandro Rossi,20,184,Italy,ss lazio,200000,110,0,27,25,2,2090,0,0,295,1165,0,1,0,0,1,0,0,0,0,1,52250
Mattia Caldara,22,187,Italy,atalanta bc,12000000,25,15000000,25,6,0,2205,0,0,99,434,9,0,0,1,1,0,0,0,0,1,13230
Rafael Tolói,26,185,Brazil,atalanta bc,4800000,1599,7000000,29,1,0,2477,0,0,605,434,19,0,0,1,1,0,0,0,1,0,2477
Ervin Zukanovic,30,188,Bosnia-Herzegovina,atalanta bc,3800000,474,9810000,19,0,0,1380,0,0,275,69,20,0,0,1,1,0,0,0,0,1,0
Andrea Masiello,31,185,Italy,atalanta bc,1800000,2488,3000000,32,3,1,2597,0,0,2122,434,3,0,0,1,1,0,0,0,0,1,7791
Alessandro Bastoni,18,190,Italy,atalanta bc,800000,25,0,18,5,0,1530,0,0,111,0,3,0,0,1,1,0,0,0,0,1,7650
Boukary Dramé,31,180,Senegal,atalanta bc,2000000,1201,1200000,12,0,0,808,0,0,1026,434,15,0,0,1,1,0,0,1,0,0,0
Andrea Conti,23,184,Italy,atalanta bc,6000000,25,0,30,5,5,2317,0,0,1391,1530,14,0,0,1,1,0,0,0,0,1,11585
Hans Hateboer,23,187,Netherlands,atalanta bc,1000000,94,340000,24,2,5,2076,0,0,81,1165,8,0,0,1,1,0,0,0,0,1,4152
Abdoulay Konko,33,184,France,atalanta bc,800000,2697,18500000,11,1,0,661,0,0,246,69,0,0,0,1,1,0,0,0,0,1,661
Franck Kessié,20,183,Cote d'Ivoire,atalanta bc,15000000,25,300000,26,7,4,2085,0,0,661,1530,15,0,1,0,1,0,0,1,0,0,14595
Jasmin Kurtic,28,186,Slovenia,atalanta bc,6000000,110,8800000,33,6,3,2488,0,0,661,799,38,0,1,0,1,0,0,0,0,1,14928
Remo Freuler,25,181,Switzerland,atalanta bc,5500000,25,1500000,30,3,3,2310,0,0,459,799,0,0,1,0,1,0,0,0,0,1,6930
Alberto Grassi,22,183,Italy,atalanta bc,3500000,386,8400000,17,2,0,694,0,0,235,69,10,0,1,0,1,0,0,0,0,1,1388
Bryan Cristante,22,186,Italy,atalanta bc,2000000,935,6000000,25,2,0,1397,0,0,85,69,2,0,1,0,1,0,0,0,0,1,2794
Giulio Migliaccio,35,178,Italy,atalanta bc,200000,3360,6300000,3,0,0,22,0,0,1381,69,4,0,1,0,1,0,0,0,0,1,0
Cristian Raimondi,35,182,Italy,atalanta bc,100000,4583,200000,8,1,0,414,0,0,2456,69,0,0,1,0,1,0,0,0,0,1,414
Leonardo Spinazzola,24,186,Italy,atalanta bc,4000000,25,400000,26,0,5,2202,0,0,289,434,1,0,1,0,1,0,0,0,0,1,0
Papu Gomez,29,165,Argentina,atalanta bc,13000000,25,16050000,33,14,9,2731,0,0,964,1165,11,1,0,0,1,0,0,0,1,0,38234
Anthony Mounier,29,174,France,atalanta bc,3000000,1795,8000000,12,2,0,512,0,0,81,69,4,1,0,0,1,0,0,0,0,1,1024
Bryan Cabezas,20,180,Ecuador,atalanta bc,1200000,266,1600000,2,0,0,82,0,0,257,1530,1,1,0,0,1,0,0,0,1,0,0
Marco D'Alessandro,26,173,Italy,atalanta bc,1500000,1012,2600000,25,1,1,935,0,0,1023,799,8,1,0,0,1,0,0,0,0,1,935
Salvatore Molina,25,177,Italy,atalanta bc,800000,1012,0,4,0,0,7,0,0,2122,434,7,1,0,0,1,0,0,0,0,1,0
Andrea Petagna,21,190,Italy,atalanta bc,5000000,25,1000000,30,5,8,2333,0,0,453,1165,1,1,0,0,1,0,0,0,0,1,11665
Alberto Paloschi,27,183,Italy,atalanta bc,5000000,1026,28600000,12,0,0,487,0,0,295,1530,29,1,0,0,1,0,0,0,0,1,0
Aleksandar Pesic,24,190,Serbia,atalanta bc,1500000,686,1800000,7,1,1,173,0,0,234,69,1,1,0,0,1,0,0,0,0,1,173
Filippo Melegoni,18,185,Italy,atalanta primavera,0,477,1646,1646,0,0,0,0,0,295,799,0,0,1,0,0,0,0,0,0,1,0
Christian Capone,17,0,Italy,atalanta primavera,0,477,120,2283,0,0,0,0,0,295,0,0,1,0,0,0,0,0,0,0,1,0
Milan Skriniar,22,187,Slovakia,uc sampdoria,4000000,25,1000000,30,0,0,2620,0,0,449,1165,7,0,0,1,1,0,0,0,0,1,0
Matías Silvestre,32,185,Argentina,uc sampdoria,2000000,1779,19500000,32,0,3,2851,0,0,653,799,0,0,0,1,1,0,0,0,1,0,0
Lorenco Simic,20,195,Croatia,uc sampdoria,1000000,81,1200000,16,0,1,1458,0,0,81,1530,4,0,0,1,1,0,0,0,0,1,0
Dodô,25,177,Brazil,uc sampdoria,3000000,954,14500000,7,0,0,415,0,0,-435,1165,0,0,0,1,1,0,0,0,1,0,0
Vasco Regini,26,185,Italy,uc sampdoria,2500000,1026,1500000,32,0,3,2680,0,0,1391,1165,5,0,0,1,1,0,0,0,0,1,0
Daniel Pavlovic,28,183,Bosnia-Herzegovina,uc sampdoria,800000,1011,0,7,0,0,507,0,0,277,434,2,0,0,1,1,0,0,0,0,1,0
Stanley Amuzie,21,186,Nigeria,uc sampdoria,100000,236,0,10,0,1,899,0,0,236,0,6,0,0,1,1,0,0,1,0,0,0
Jacopo Sala,25,181,Italy,uc sampdoria,2500000,662,5200000,18,0,0,1456,0,0,295,1165,6,0,0,1,1,0,0,0,0,1,0
Bartosz Bereszynski,24,182,Poland,uc sampdoria,1500000,1392,2120000,31,0,3,2517,0,0,109,1530,3,0,0,1,1,0,0,0,0,1,0
Lucas Torreira,21,167,Uruguay,uc sampdoria,6000000,25,2000000,30,0,1,2607,0,0,661,1165,0,0,1,0,1,0,0,0,1,0,0
Luca Cigarini,30,175,Italy,uc sampdoria,3000000,2816,29500000,7,0,0,471,0,0,276,799,0,0,1,0,1,0,0,0,0,1,0
Angelo Palombo,35,177,Italy,uc sampdoria,300000,2456,1000000,4,0,0,284,0,0,5409,69,22,0,1,0,1,0,0,0,0,1,0
Dennis Praet,22,181,Belgium,uc sampdoria,9000000,836,10650000,31,1,1,1661,0,0,241,1530,17,0,1,0,1,0,0,0,0,1,1661
Karol Linetty,22,176,Poland,uc sampdoria,6000000,110,3200000,33,0,4,2288,0,0,267,1530,14,0,1,0,1,0,0,0,0,1,0
Édgar Barreto,32,180,Paraguay,uc sampdoria,1500000,1559,12600000,28,2,0,2362,0,0,661,434,61,0,1,0,1,0,0,0,1,0,4724
Bruno Fernandes,22,179,Portugal,uc sampdoria,7000000,1026,9540000,30,5,3,1526,0,0,-70,69,16,0,1,0,1,0,0,0,0,1,7630
Ricardo Álvarez,29,188,Argentina,uc sampdoria,5000000,1201,22500000,20,2,2,1048,0,0,474,799,9,0,1,0,1,0,0,0,1,0,2096
Filip Djuricic,25,181,Serbia,uc sampdoria,3000000,1557,9400000,16,0,1,479,0,0,82,1530,24,0,1,0,1,0,0,0,0,1,0
Luis Muriel,26,179,Colombia,uc sampdoria,17000000,25,13500000,31,12,9,2289,0,0,661,799,15,1,0,0,1,0,0,0,1,0,27468
Patrik Schick,21,187,Czech Republic,uc sampdoria,7000000,25,4000000,29,11,3,1226,0,0,283,1165,3,1,0,0,1,0,0,0,0,1,13486
Fabio Quagliarella,34,182,Italy,uc sampdoria,2000000,2284,48000000,33,8,3,2591,0,0,295,799,25,1,0,0,1,0,0,0,0,1,20728
Ante Budimir,25,190,Croatia,uc sampdoria,2000000,313,3820000,12,1,0,428,0,0,291,1165,2,1,0,0,1,0,0,0,0,1,428
Armando Izzo,25,183,Italy,genoa cfc,6500000,110,290000,30,0,2,2679,0,0,1013,799,0,0,0,1,1,0,0,0,0,1,0
Ezequiel Muñoz,26,185,Argentina,genoa cfc,3300000,2294,5500000,26,0,0,2033,0,0,644,799,0,0,0,1,1,0,0,0,1,0,0
Santiago Gentiletti,32,182,Argentina,genoa cfc,500000,950,1250000,11,0,1,786,0,0,278,799,0,0,0,1,1,0,0,0,1,0,0
Nicolás Burdisso,36,183,Argentina,genoa cfc,400000,3640,11500000,34,0,0,3090,0,0,1185,69,49,0,0,1,1,0,0,0,1,0,0
Davide Biraschi,22,182,Italy,genoa cfc,400000,313,1600000,5,0,0,276,0,0,234,1530,5,0,0,1,1,0,0,0,0,1,0
Lucas Orbán,28,184,Argentina,genoa cfc,2500000,744,7750000,13,0,0,965,0,0,234,799,2,0,0,1,1,0,0,0,1,0,0
Davide Brivio,29,184,Italy,genoa cfc,1000000,1750,2900000,0,0,0,0,0,0,234,434,3,0,0,1,1,0,0,0,0,1,0
Miguel Veloso,30,180,Portugal,genoa cfc,5000000,2475,16500000,19,1,4,1453,0,0,266,69,56,0,1,0,1,0,0,0,0,1,1453
Danilo Cataldi,22,180,Italy,genoa cfc,7000000,662,0,20,1,1,1261,0,0,99,69,19,0,1,0,1,0,0,0,0,1,1261
Oscar Hiljemark,24,184,Sweden,genoa cfc,3800000,325,7500000,27,2,0,1904,0,0,-70,1165,17,0,1,0,1,0,0,0,0,1,3808
Luca Rigoni,32,185,Italy,genoa cfc,2500000,662,1900000,28,2,3,2111,0,0,474,434,1,0,1,0,1,0,0,0,0,1,4222
Isaac Cofie,25,178,Ghana,genoa cfc,1800000,1403,3000000,14,0,1,1030,0,0,1391,69,1,0,1,0,1,0,0,1,0,0,0
Olivier Ntcham,21,180,France,genoa cfc,1500000,534,0,20,3,1,869,0,0,631,69,1,0,1,0,1,0,0,0,0,1,2607
Darko Lazovic,26,181,Serbia,genoa cfc,2500000,1632,472000,30,1,3,2134,0,0,661,1165,6,0,1,0,1,0,0,0,0,1,2134
Diego Laxalt,24,178,Uruguay,genoa cfc,8000000,110,11300000,34,1,2,3032,0,0,266,434,2,0,1,0,1,0,0,0,1,0,3032
Andrea Beghetto,22,182,Italy,genoa cfc,600000,124,1500000,15,1,7,940,0,0,107,1530,0,0,1,0,1,0,0,0,0,1,940
Leonardo Morosini,21,175,Italy,genoa cfc,2200000,124,2500000,18,4,1,1046,0,0,107,1530,1,0,1,0,1,0,0,0,0,1,4184
Adel Taarabt,27,180,Morocco,genoa cfc,800000,1545,5200000,6,0,3,209,0,0,102,434,17,0,1,0,1,0,0,1,0,0,0
Nikola Ninkovic,22,182,Serbia,genoa cfc,1000000,1663,1100000,16,3,1,687,0,0,295,799,4,1,0,0,1,0,0,0,0,1,2061
Raffaele Palladino,33,180,Italy,genoa cfc,400000,3354,11250000,26,2,2,1900,0,0,81,69,3,1,0,0,1,0,0,0,0,1,3800
Goran Pandev,33,184,Macedonia,genoa cfc,400000,3215,17030000,19,5,2,845,0,1,655,69,83,1,0,0,1,0,0,0,0,1,4225
Giovanni Simeone,21,179,Argentina,genoa cfc,8000000,441,5100000,31,12,2,2443,0,0,247,1530,3,1,0,0,1,0,0,0,1,0,29316
Mauricio Pinilla,33,187,Chile,genoa cfc,1000000,2294,17800000,16,2,1,741,0,0,-70,434,45,1,0,0,1,0,0,0,1,0,1482
Pietro Pellegri,16,0,Italy,genoa primavera,0,477,142,1136,0,0,0,0,0,295,0,11,1,0,0,0,0,0,0,0,1,0
Leonardo Pavoletti,28,188,Italy,ssc napoli,13000000,110,21000000,19,4,0,951,0,0,109,1530,0,1,0,0,1,0,0,0,0,1,3804
Luca Ceppitelli,27,189,Italy,cagliari calcio,2000000,1012,2500000,20,0,0,1781,0,0,989,1165,0,0,0,1,1,0,0,0,0,1,0
Bartosz Salamon,25,194,Poland,cagliari calcio,2000000,1528,8100000,14,0,1,662,0,0,600,1165,9,0,0,1,1,0,0,0,0,1,0
Bruno Alves,35,189,Portugal,cagliari calcio,1000000,2475,27500000,32,1,0,2868,0,0,295,434,85,0,0,1,1,0,0,0,0,1,2868
Marco Capuano,25,186,Italy,cagliari calcio,1000000,1559,1000000,13,1,1,859,0,0,811,434,18,0,0,1,1,0,0,0,0,1,859
Nicola Murru,22,180,Italy,cagliari calcio,2500000,1026,0,21,0,2,1800,0,0,2122,1165,9,0,0,1,1,0,0,0,0,1,0
Senna Miangue,20,192,Belgium,cagliari calcio,2000000,190,0,16,0,0,1058,0,0,86,69,4,0,0,1,1,0,0,0,0,1,0
Fabio Pisacane,31,178,Italy,cagliari calcio,800000,313,150000,24,0,1,2104,0,0,648,434,0,0,0,1,1,0,0,0,0,1,0
Davide Di Gennaro,28,180,Italy,cagliari calcio,3000000,110,4800000,22,2,5,1587,0,0,649,69,5,0,1,0,1,0,0,0,0,1,3174
Panagiotis Tachtsidis,26,191,Greece,cagliari calcio,2000000,1559,7200000,21,0,4,1689,0,0,234,69,20,0,1,0,1,0,0,0,0,1,0
Nicolò Barella,20,172,Italy,cagliari calcio,4000000,25,0,26,0,1,1704,0,0,1026,1530,5,0,1,0,1,0,0,0,0,1,0
Artur Ionita,26,184,Moldova,cagliari calcio,3300000,281,4600000,14,2,1,1110,0,0,295,799,24,0,1,0,1,0,0,0,0,1,2220
Paolo Faragò,24,187,Italy,cagliari calcio,2500000,124,0,27,5,1,2255,0,0,93,69,1,0,1,0,1,0,0,0,0,1,11275
Daniele Dessena,29,183,Italy,cagliari calcio,1600000,3364,8700000,21,2,0,1463,0,0,1755,799,25,0,1,0,1,0,0,0,0,1,2926
Alessandro Deiola,21,190,Italy,cagliari calcio,1500000,313,0,20,1,0,996,0,0,1026,1165,0,0,1,0,1,0,0,0,0,1,996
Simone Padoin,33,177,Italy,cagliari calcio,1000000,1906,5570000,26,1,1,1998,0,0,292,799,6,0,1,0,1,0,0,0,0,1,1998
Mauricio Isla,28,176,Chile,cagliari calcio,4000000,1779,20630000,31,1,4,2598,0,0,255,799,87,0,1,0,1,0,0,0,1,0,2598
