name,age,height,nationality,current_club,current_market_value,date_highest_market_value,total_transfer_proceeds,apps_season,goals_season,assists_season,played_minutes,wc_winner,cl_winner,days_in_team,days_to_contract_expiry,international_exp,offence,midfield,defence,liga1,liga2,Asia,Africa,America,Europe,goals*mins
Yan Brice,19,180,Cameroon,sevilla atlético,700000,177,0,32,1,0,2065,0,0,295,799,0,0,1,0,0,0,0,1,0,0,2065
Fede San Emeterio,20,176,Spain,sevilla atlético,600000,835,400000,31,2,0,2280,0,0,249,799,0,0,1,0,0,0,0,0,0,1,4560
Antonio Cotán,21,176,Spain,sevilla atlético,500000,281,0,24,4,1,1622,0,0,1756,434,4,0,1,0,0,0,0,0,0,1,6488
Juanje,22,167,Spain,sevilla atlético,400000,281,0,4,0,0,173,0,0,1026,434,7,0,1,0,0,0,0,0,0,1,0
Jorge Carrascal,18,168,Colombia,sevilla atlético,600000,281,900000,1,0,0,28,0,0,295,1530,0,0,1,0,0,0,0,0,1,0,0
Borja Lasso,23,0,Spain,sevilla atlético,800000,177,0,29,3,8,2274,0,0,1391,434,0,1,0,0,0,0,0,0,0,1,6822
Alejandro Pozo,18,0,Spain,sevilla atlético,800000,88,0,35,3,6,2052,0,0,295,69,4,1,0,0,0,0,0,0,0,1,6156
Curro,21,0,Spain,sevilla atlético,700000,281,0,26,2,4,1637,0,0,1391,799,5,1,0,0,0,0,0,0,0,1,3274
Bilal Boutobba,18,172,France,sevilla atlético,600000,281,300000,12,0,0,389,0,0,289,1165,9,1,0,0,0,0,0,0,0,1,0
Maryan Shved,19,171,Ukraine,sevilla atlético,600000,685,1000000,20,0,0,6,0,0,295,1165,6,1,0,0,0,0,0,0,0,1,0
Carlos Fernández,20,186,Spain,sevilla atlético,1000000,88,0,7,2,1,444,0,0,1391,434,18,1,0,0,0,0,0,0,0,1,888
Ivi,22,174,Spain,sevilla atlético,800000,88,0,28,10,5,2395,0,0,661,799,0,1,0,0,0,0,0,0,0,1,23950
José Ángel Carrillo,22,190,Spain,sevilla atlético,400000,281,0,18,3,1,1253,0,0,646,434,0,1,0,0,0,0,0,0,0,1,3759
Marc Gual,21,184,Spain,sevilla atlético,300000,88,0,27,14,4,2051,0,0,164,799,0,1,0,0,0,0,0,0,0,1,28714
Ángel Trujillo,29,177,Spain,ud almería,800000,661,1500000,21,0,0,1797,0,0,260,799,0,0,0,1,0,0,0,0,0,1,0
Jorge Morcillo,31,184,Spain,ud almería,600000,1007,0,24,1,0,2141,0,0,658,434,0,0,0,1,0,0,0,0,0,1,2141
Fran Vélez,25,182,Spain,ud almería,500000,820,200000,20,1,0,1325,0,0,1026,799,0,0,0,1,0,0,0,0,0,1,1325
Henrique Sereno,31,187,Portugal,ud almería,350000,2013,600000,1,0,0,45,0,0,82,69,2,0,0,1,0,0,0,0,0,1,0
Nano,32,182,Spain,ud almería,400000,893,0,31,0,1,2723,0,0,241,434,0,0,0,1,0,0,0,0,0,1,0
Ximo Navarro,27,177,Spain,ud almería,1500000,1007,0,30,1,1,2694,0,0,1026,69,0,0,0,1,0,0,0,0,0,1,2694
Marco Motta,30,188,Italy,ud almería,750000,2816,9950000,7,0,0,544,0,0,81,799,1,0,0,1,0,0,0,0,0,1,0
Isidoro,30,180,Spain,ud almería,300000,1903,0,9,0,0,596,0,0,235,69,0,0,0,1,0,0,0,0,0,1,0
Borja Fernández,36,185,Spain,ud almería,200000,3196,0,13,1,0,1072,0,0,95,69,0,0,1,0,0,0,0,0,0,1,1072
Ramon Azeez,24,169,Nigeria,ud almería,500000,1007,0,15,2,0,949,0,0,452,69,4,0,1,0,0,0,0,1,0,0,1898
Pape Maly Diamanka,27,182,Senegal,ud almería,400000,1665,0,16,0,0,841,0,0,274,434,1,0,1,0,0,0,0,1,0,0,0
Joaquín Fernández,20,190,Spain,ud almería,400000,88,0,28,0,1,2413,0,0,111,1530,2,0,1,0,0,0,0,0,0,1,0
Corona,36,174,Spain,ud almería,200000,3529,0,17,0,0,628,0,0,281,69,0,0,1,0,0,0,0,0,0,1,0
Fidel,27,177,Spain,ud almería,1200000,1407,90000,32,5,4,2529,0,0,278,1530,0,1,0,0,0,0,0,0,0,1,12645
Karim Yoda,28,182,France,ud almería,1000000,820,0,11,0,0,496,0,0,81,69,0,1,0,0,0,0,0,0,0,1,0
Javi Álamo,28,190,Spain,ud almería,400000,1707,300000,9,0,1,404,0,0,95,434,0,1,0,0,0,0,0,0,0,1,0
Jonathan Zongo,28,181,Burkina Faso,ud almería,400000,661,0,3,0,0,130,0,0,1207,69,16,1,0,0,0,0,0,1,0,0,0
Antonio Puertas,25,183,Spain,ud almería,500000,88,0,32,7,2,2344,0,0,661,799,0,1,0,0,0,0,0,0,0,1,16408
Quique,26,177,Spain,ud almería,800000,281,0,34,13,3,2739,0,0,1026,1530,0,1,0,0,0,0,0,0,0,1,35607
Kalu Uche,34,180,Nigeria,ud almería,600000,2437,4000000,6,1,0,176,0,0,57,69,35,1,0,0,0,0,0,1,0,0,176
José Pozo,21,171,Spain,ud almería,500000,895,625000,28,0,2,1886,0,0,600,1165,2,1,0,0,0,0,0,0,0,1,0
Juanjo,31,187,Spain,ud almería,300000,3204,0,19,0,1,564,0,0,249,69,0,1,0,0,0,0,0,0,0,1,0
Héctor Yuste,29,191,Spain,rcd mallorca,800000,1007,0,35,0,2,3156,0,0,648,69,0,0,0,1,0,1,0,0,0,1,0
Antonio Raíllo,25,187,Spain,rcd mallorca,500000,88,0,29,2,0,2476,0,0,295,799,0,0,0,1,0,1,0,0,0,1,4952
Jon Ansotegi,34,192,Spain,rcd mallorca,300000,2437,0,18,2,0,1129,0,0,295,69,0,0,0,1,0,1,0,0,0,1,2258
Julio Pleguezuelo,20,180,Spain,rcd mallorca,200000,177,0,9,0,0,507,0,0,262,69,3,0,0,1,0,1,0,0,0,1,0
Joan Oriol,30,175,Spain,rcd mallorca,800000,1905,120000,20,0,1,1689,0,0,657,69,0,0,0,1,0,1,0,0,0,1,0
Saúl García,22,183,Spain,rcd mallorca,800000,281,200000,14,0,1,671,0,0,111,69,0,0,0,1,0,1,0,0,0,1,0
Angeliño,20,175,Spain,rcd mallorca,4500000,477,0,1453,0,0,0,0,0,81,69,1,0,0,1,0,1,0,0,0,1,0
Edu Campabadal,24,178,Spain,rcd mallorca,600000,820,0,19,0,0,1559,0,0,659,69,3,0,0,1,0,1,0,0,0,1,0
Biel Company,25,176,Spain,rcd mallorca,300000,659,0,16,0,1,1321,0,0,842,69,0,0,0,1,0,1,0,0,0,1,0
Sasa Zdjelar,22,184,Serbia,rcd mallorca,1250000,305,0,11,0,0,733,0,0,99,69,7,0,1,0,0,1,0,0,0,1,0
Juan Rodríguez,35,185,Spain,rcd mallorca,400000,2442,0,19,1,0,1387,0,0,291,69,0,0,1,0,0,1,0,0,0,1,1387
Alex Vallejo,25,191,Spain,rcd mallorca,200000,984,0,5,0,1,291,0,0,661,69,0,0,1,0,0,1,0,0,0,1,0
Juan Domínguez,27,181,Spain,rcd mallorca,1500000,1007,0,31,1,2,2635,0,0,295,434,0,0,1,0,0,1,0,0,0,1,2635
Emmanuel Culio,33,174,Argentina,rcd mallorca,400000,1930,3480000,29,2,2,2308,0,0,291,69,0,0,1,0,0,1,0,0,1,0,4616
Diogo Salomão,28,174,Portugal,rcd mallorca,400000,2138,600000,17,1,2,754,0,0,450,799,1,1,0,0,0,1,0,0,0,1,754
Lago Júnior,26,182,Cote d'Ivoire,rcd mallorca,700000,425,300000,32,4,0,2441,0,0,451,799,5,1,0,0,0,1,0,1,0,0,9764
Thierry Moutinho,26,178,Portugal,rcd mallorca,400000,177,0,28,2,4,1879,0,0,655,69,2,1,0,0,0,1,0,0,0,1,3758
Pol Roigé,23,177,Spain,rcd mallorca,300000,425,150000,22,0,2,735,0,0,470,434,0,1,0,0,0,1,0,0,0,1,0
Brandon,22,173,Spain,rcd mallorca,800000,88,0,34,9,3,2629,0,0,661,434,0,1,0,0,0,1,0,0,0,1,23661
Dejan Lekic,31,193,Serbia,rcd mallorca,600000,2437,3470000,28,5,0,1251,0,0,254,434,10,1,0,0,0,1,0,0,0,1,6255
Óscar Díaz,32,183,Spain,rcd mallorca,400000,1184,280000,14,1,1,665,0,0,446,69,0,1,0,0,0,1,0,0,0,1,665
Adrián Dalmau,23,181,Spain,rcd mallorca,200000,264,0,8,0,0,308,0,0,253,69,0,1,0,0,0,1,0,0,0,1,0
Andrés Túñez,30,187,Venezuela,elche cf,1000000,1408,0,10,0,0,896,0,0,81,69,16,0,0,1,0,1,0,0,1,0,0
Armando Lozano,32,187,Spain,elche cf,300000,519,0,13,1,1,924,0,0,623,69,0,0,0,1,0,1,0,0,0,1,924
José Ángel,28,186,Spain,elche cf,300000,820,0,19,1,0,1443,0,0,1000,434,0,0,0,1,0,1,0,0,0,1,1443
Josete,28,179,Spain,elche cf,300000,425,0,12,1,0,799,0,0,284,434,0,0,0,1,0,1,0,0,0,1,799
Sergio Pelegrín,37,185,Spain,elche cf,200000,3026,0,31,2,0,2727,0,0,295,434,0,0,0,1,0,1,0,0,0,1,5454
Urtzi Iriondo,22,169,Spain,elche cf,300000,425,0,14,0,0,1091,0,0,295,69,0,0,0,1,0,1,0,0,0,1,0
Edu Albacar,37,176,Spain,elche cf,100000,2707,0,19,0,4,1582,0,0,254,69,0,0,0,1,0,1,0,0,0,1,0
Wade Moodley,20,0,South Africa,elche cf,0,477,0,0,0,0,0,0,0,62,434,0,0,0,1,0,1,0,1,0,0,0
Roberto Correa,24,180,Spain,elche cf,500000,177,0,21,1,0,1664,0,0,276,69,0,0,0,1,0,1,0,0,0,1,1664
Luis Pérez,22,0,Spain,elche cf,300000,281,0,21,0,0,1613,0,0,285,69,0,0,0,1,0,1,0,0,0,1,0
Mandi,28,182,Spain,elche cf,700000,986,0,2,0,0,135,0,0,600,69,0,0,1,0,0,1,0,0,0,1,0
Javier Matilla,29,176,Spain,elche cf,700000,2430,1350000,15,2,1,1155,0,0,290,69,1,0,1,0,0,1,0,0,0,1,2310
Pelayo,26,185,Spain,elche cf,400000,1443,0,23,4,1,1466,0,0,1751,799,0,0,1,0,0,1,0,0,0,1,5864
Albert Dorca,34,183,Spain,elche cf,300000,2703,0,31,1,1,2588,0,0,295,69,0,0,1,0,0,1,0,0,0,1,2588
Álex Fernández,24,183,Spain,elche cf,500000,1444,500000,29,3,1,1958,0,0,234,799,1,0,1,0,0,1,0,0,0,1,5874
Fabián Ruiz,21,189,Spain,elche cf,500000,425,0,18,1,2,1057,0,0,110,799,0,0,1,0,0,1,0,0,0,1,1057
Borja Valle,24,177,Spain,elche cf,800000,281,0,20,3,0,1231,0,0,94,69,0,1,0,0,0,1,0,0,0,1,3693
Liberto Beltrán,20,173,Spain,elche cf,300000,281,0,17,0,1,483,0,0,0,1165,0,1,0,0,0,1,0,0,0,1,0
Pedro 2,30,175,Spain,elche cf,700000,1007,0,26,1,4,1837,0,0,289,1165,0,1,0,0,0,1,0,0,0,1,1837
Pablo Hervías,24,174,Spain,elche cf,500000,661,0,33,2,7,2545,0,0,255,69,4,1,0,0,0,1,0,0,0,1,5090
Hugo Fraile,30,170,Spain,elche cf,300000,1171,0,9,2,0,375,0,0,452,434,0,1,0,0,0,1,0,0,0,1,750
Eldin Hadzic,25,174,Bosnia-Herzegovina,elche cf,400000,835,0,3,0,0,58,0,0,452,799,0,1,0,0,0,1,0,0,0,1,0
Guillermo,23,181,Spain,elche cf,800000,820,0,33,6,5,1781,0,0,248,434,0,1,0,0,0,1,0,0,0,1,10686
Nino,36,169,Spain,elche cf,300000,2442,2500000,34,14,5,2575,0,0,246,69,0,1,0,0,0,1,0,0,0,1,36050
Dominique Malonga,28,185,Congo,elche cf,200000,2132,1250000,4,0,0,47,0,0,82,69,5,1,0,0,0,1,0,1,0,0,0
Daisuke Suzuki,27,181,Japan,gimnàstic de tarragona,800000,800,0,31,1,1,2711,0,0,439,434,2,0,0,1,0,0,1,0,0,0,2711
Bruno Perone,29,191,Brazil,gimnàstic de tarragona,300000,3049,0,13,2,1,1170,0,0,110,69,0,0,0,1,0,0,0,0,1,0,2340
Mohamed Djetei,22,185,Cameroon,gimnàstic de tarragona,300000,88,0,11,0,0,882,0,0,292,1165,11,0,0,1,0,0,0,1,0,0,0
Iago Bouzón,33,182,Spain,gimnàstic de tarragona,200000,3014,0,22,0,0,1880,0,0,660,69,0,0,0,1,0,0,0,0,0,1,0
Manolo Martínez,36,183,Spain,gimnàstic de tarragona,100000,2573,75000,0,0,35,0,0,0,988,69,0,0,0,1,0,0,0,0,0,1,0
Mossa,28,178,Spain,gimnàstic de tarragona,600000,281,0,32,0,1,2880,0,0,1020,434,0,0,0,1,0,0,0,0,0,1,0
Gerard Valentin,23,176,Spain,gimnàstic de tarragona,500000,425,0,27,0,2,1892,0,0,1021,799,0,0,0,1,0,0,0,0,0,1,0
Xavi Molina,30,182,Spain,gimnàstic de tarragona,400000,281,0,22,1,1,1923,0,0,1391,434,0,0,1,0,0,0,0,0,0,1,1923
Luismi,24,179,Spain,gimnàstic de tarragona,300000,606,0,15,1,0,1003,0,0,110,69,0,0,1,0,0,0,0,0,0,1,1003
Miguel Ángel Cordero,29,178,Spain,gimnàstic de tarragona,300000,2269,75000,19,1,0,1270,0,0,235,69,0,0,1,0,0,0,0,0,0,1,1270
Levy Madinda,24,173,Gabon,gimnàstic de tarragona,800000,1007,0,27,0,0,1809,0,0,458,69,29,0,1,0,0,0,0,1,0,0,0
Sergio Tejera,26,179,Spain,gimnàstic de tarragona,700000,1718,650000,31,4,4,2663,0,0,654,434,2,0,1,0,0,0,0,0,0,1,10652
Wilfried Zahibo,23,189,France,gimnàstic de tarragona,300000,281,0,12,0,0,886,0,0,288,799,0,0,1,0,0,0,0,0,0,1,0
Juan Muñiz,25,175,Spain,gimnàstic de tarragona,500000,1661,0,21,4,1,1472,0,0,470,434,9,0,1,0,0,0,0,0,0,1,5888
Achille Emaná,34,180,Cameroon,gimnàstic de tarragona,400000,3010,11500000,12,3,2,863,0,0,111,69,43,0,1,0,0,0,0,1,0,0,2589
Cristian Lobato,28,174,Spain,gimnàstic de tarragona,400000,1551,0,21,1,2,1485,0,0,513,434,0,1,0,0,0,0,0,0,0,1,1485
José Carlos,29,177,Spain,gimnàstic de tarragona,300000,1714,0,10,2,0,507,0,0,291,69,0,1,0,0,0,0,0,0,0,1,1014
Stéphane Emaná,22,181,Cameroon,gimnàstic de tarragona,300000,425,0,16,2,0,773,0,0,295,799,0,1,0,0,0,0,0,1,0,0,1546
Ferran Giner,28,176,Spain,gimnàstic de tarragona,200000,661,0,17,0,1,1235,0,0,1391,69,0,1,0,0,0,0,0,0,0,1,0
Jean Luc Gbayara,24,180,Cote d'Ivoire,gimnàstic de tarragona,500000,519,0,19,2,0,910,0,0,1026,69,0,1,0,0,0,0,0,1,0,0,1820
Juan Delgado,24,177,Chile,gimnàstic de tarragona,500000,467,0,23,4,1,1471,0,0,260,1165,6,1,0,0,0,0,0,0,1,0,5884
Ikechukwu Uche,33,172,Nigeria,gimnàstic de tarragona,700000,2831,14530000,21,5,2,1108,0,0,255,69,47,1,0,0,0,0,0,1,0,0,5540
Álex López,23,187,Spain,gimnàstic de tarragona,500000,177,0,30,3,4,1660,0,0,635,799,0,1,0,0,0,0,0,0,0,1,4980
Manu Barreiro,30,192,Spain,gimnàstic de tarragona,300000,740,0,14,3,0,537,0,0,111,69,0,1,0,0,0,0,0,0,0,1,1611
Aridane Hernández,28,188,Spain,cádiz cf,400000,88,0,31,1,0,2775,0,0,278,799,0,0,0,1,0,0,0,0,0,1,2775
Khalifa Sankaré,32,190,Senegal,cádiz cf,400000,2122,0,26,2,1,2229,0,0,253,69,0,0,0,1,0,0,0,1,0,0,4458
Servando,32,181,Spain,cádiz cf,200000,1171,0,15,0,0,1064,0,0,1012,69,0,0,0,1,0,0,0,0,0,1,0
Migue,37,185,Spain,cádiz cf,100000,2816,0,6,0,0,516,0,0,473,69,0,0,0,1,0,0,0,0,0,1,0
Brian Oliván,23,179,Spain,cádiz cf,600000,88,0,27,0,2,2360,0,0,242,69,2,0,0,1,0,0,0,0,0,1,0
Luis Ruiz,24,181,Spain,cádiz cf,300000,281,0,10,0,1,790,0,0,263,69,0,0,0,1,0,0,0,0,0,1,0
Javier Carpio,33,178,Spain,cádiz cf,400000,2063,0,33,0,0,2910,0,0,280,434,0,0,0,1,0,0,0,0,0,1,0
Iván Malón,30,187,Spain,cádiz cf,350000,1418,0,23,0,2,1864,0,0,82,69,0,0,0,1,0,0,0,0,0,1,0
Rafidine Abdullah,23,179,Comoros,cádiz cf,1000000,1566,500000,29,2,1,2222,0,0,262,799,2,0,1,0,0,0,0,1,0,0,4444
José Mari,29,181,Spain,cádiz cf,500000,1562,0,24,0,1,1806,0,0,249,434,0,0,1,0,0,0,0,0,0,1,0
Jon Ander Garrido,27,185,Spain,cádiz cf,300000,88,0,23,1,2,1725,0,0,1006,799,0,0,1,0,0,0,0,0,0,1,1725
Eddy Silvestre,24,191,Azerbaijan,cádiz cf,400000,606,100000,19,1,0,974,0,0,247,434,8,0,1,0,0,0,1,0,0,0,974
Salvi Sánchez,26,174,Spain,cádiz cf,500000,88,0,26,6,4,1515,0,0,658,1165,0,0,1,0,0,0,0,0,0,1,9090
Nico Hidalgo,24,176,Spain,cádiz cf,300000,281,1950000,22,1,1,986,0,0,281,799,0,0,1,0,0,0,0,0,0,1,986
Álvaro García,24,168,Spain,cádiz cf,600000,88,0,32,3,11,2756,0,0,277,1165,0,0,1,0,0,0,0,0,0,1,8268
Aitor García,23,173,Spain,cádiz cf,300000,281,0,23,5,0,738,0,0,282,799,0,0,1,0,0,0,0,0,0,1,3690
Ager Aketxe,23,174,Spain,cádiz cf,800000,661,0,8,2,0,333,0,0,82,69,2,0,1,0,0,0,0,0,0,1,666
Jesús Imaz,26,175,Spain,cádiz cf,300000,661,0,21,7,0,1301,0,0,85,434,0,1,0,0,0,0,0,0,0,1,9107
Gastón Del Castillo,19,167,Argentina,cádiz cf,200000,257,0,2,0,0,59,0,0,235,69,0,1,0,0,0,0,0,0,1,0,0
Alfredo Ortuño,26,182,Spain,cádiz cf,1000000,661,1000000,33,17,3,2845,0,0,261,69,0,1,0,0,0,0,0,0,0,1,48365
Gorka Santamaría,21,176,Spain,cádiz cf,400000,661,0,13,2,0,368,0,0,276,69,0,1,0,0,0,0,0,0,0,1,736
Daniel Güiza,36,183,Spain,cádiz cf,300000,3209,20750000,13,3,2,467,0,0,631,69,21,1,0,0,0,0,0,0,0,1,1401
Rubén Cruz,31,184,Spain,cádiz cf,300000,984,0,24,0,3,1445,0,0,260,69,0,1,0,0,0,0,0,0,0,1,0
Srdjan Babic,20,193,Serbia,cf reus deportiu,700000,677,1000000,12,1,0,1021,0,0,234,69,3,0,0,1,0,1,0,0,0,1,1021
Pichu Atienza,27,190,Spain,cf reus deportiu,500000,88,0,32,0,0,2880,0,0,289,434,0,0,0,1,0,1,0,0,0,1,0
Jesús Olmo,32,179,Spain,cf reus deportiu,200000,3165,0,23,0,0,2032,0,0,1011,69,0,0,0,1,0,1,0,0,0,1,0
Melli,32,184,Spain,cf reus deportiu,200000,3604,0,7,0,0,549,0,0,268,69,15,0,0,1,0,1,0,0,0,1,0
Ángel Martínez,25,183,Spain,cf reus deportiu,400000,281,0,27,0,1,2420,0,0,650,69,0,0,0,1,0,1,0,0,0,1,0
Alberto Benito,24,177,Spain,cf reus deportiu,600000,177,0,25,1,4,2147,0,0,655,69,0,0,0,1,0,1,0,0,0,1,2147
Joan Campins,21,184,Spain,cf reus deportiu,200000,1292,0,10,0,1,731,0,0,252,434,3,0,0,1,0,1,0,0,0,1,0
Marcos Tébar,31,185,Spain,cf reus deportiu,400000,1440,0,6,0,0,223,0,0,81,69,0,0,1,0,0,1,0,0,0,1,0
Raphael Guzzo,22,177,Portugal,cf reus deportiu,800000,404,0,15,0,1,820,0,0,234,434,3,0,1,0,0,1,0,0,0,1,0
Ramón Folch,27,182,Spain,cf reus deportiu,600000,177,0,33,4,2,2970,0,0,1391,69,0,0,1,0,0,1,0,0,0,1,11880
Jorge Miramón,27,176,Spain,cf reus deportiu,400000,177,0,34,0,1,2358,0,0,278,69,0,0,1,0,0,1,0,0,0,1,0
Alexander Albístegui,29,187,Spain,cf reus deportiu,300000,281,0,13,0,1,724,0,0,282,69,0,0,1,0,0,1,0,0,0,1,0
Aritz López Garai,36,182,Spain,cf reus deportiu,200000,2444,0,30,0,0,2524,0,0,465,434,0,0,1,0,0,1,0,0,0,1,0
Miguel García,26,170,Spain,cf reus deportiu,300000,281,0,9,0,0,693,0,0,288,434,0,0,1,0,0,1,0,0,0,1,0
Vítor Silva,33,169,Portugal,cf reus deportiu,200000,1390,0,7,0,0,166,0,0,972,69,0,0,1,0,0,1,0,0,0,1,0
Fran Carbià,25,173,Spain,cf reus deportiu,400000,177,0,33,6,1,1779,0,0,1380,434,0,1,0,0,0,1,0,0,0,1,10674
Ricardo Vaz,22,172,Portugal,cf reus deportiu,300000,1002,0,19,1,1,973,0,0,816,1165,0,1,0,0,0,1,0,0,0,1,973
David Haro,26,168,Spain,cf reus deportiu,300000,281,0,13,0,0,539,0,0,658,69,0,1,0,0,0,1,0,0,0,1,0
Jorge Díaz,27,169,Uruguay,cf reus deportiu,300000,835,0,30,1,2,1736,0,0,292,69,0,1,0,0,0,1,0,0,1,0,1736
David Querol,28,183,Spain,cf reus deportiu,400000,661,0,23,2,1,1097,0,0,287,434,0,1,0,0,0,1,0,0,0,1,2194
Edgar Hernández,30,189,Spain,cf reus deportiu,400000,281,0,17,2,0,892,0,0,967,69,0,1,0,0,0,1,0,0,0,1,1784
Macauley Chrisantus,26,183,Nigeria,cf reus deportiu,400000,1407,1000000,7,0,1,296,0,0,290,69,4,1,0,0,0,1,0,1,0,0,0
Máyor,33,187,Spain,cf reus deportiu,300000,1406,0,25,6,0,1882,0,0,291,69,0,1,0,0,0,1,0,0,0,1,11292
Ignasi Miquel,24,189,Spain,cd lugo,700000,963,3150000,27,2,0,2313,0,0,295,434,1,0,0,1,0,1,0,0,0,1,4626
Carlos Hernández,26,185,Spain,cd lugo,500000,984,70000,25,1,0,2047,0,0,658,69,0,0,0,1,0,1,0,0,0,1,2047
Marcelo Djaló,23,193,Spain,cd lugo,300000,592,0,21,2,0,1681,0,0,295,434,0,0,0,1,0,1,0,0,0,1,3362
Ángel Dealbert,34,185,Spain,cd lugo,200000,2567,0,6,0,0,293,0,0,628,69,0,0,0,1,0,1,0,0,0,1,0
Vasyl Kravets,19,185,Ukraine,cd lugo,500000,109,0,19,0,3,1435,0,0,88,69,2,0,0,1,0,1,0,0,0,1,0
Manu,32,176,Spain,cd lugo,300000,984,0,21,0,2,1676,0,0,3583,69,0,0,0,1,0,1,0,0,0,1,0
Jordi Calavera,21,182,Spain,cd lugo,700000,88,0,34,2,1,3046,0,0,253,69,0,0,0,1,0,1,0,0,0,1,6092
Serge Leuko,23,174,Cameroon,cd lugo,300000,645,0,18,0,1,1393,0,0,646,434,0,0,0,1,0,1,0,1,0,0,0
Fernando Seoane,34,179,Spain,cd lugo,200000,2262,0,33,2,0,2867,0,0,1745,434,0,0,1,0,0,1,0,0,0,1,5734
Damià Sabater,21,178,Spain,cd lugo,500000,281,0,17,0,0,990,0,0,82,69,1,0,1,0,0,1,0,0,0,1,0
Carlos Pita,32,187,Spain,cd lugo,300000,1405,0,31,1,0,2296,0,0,2487,799,0,0,1,0,0,1,0,0,0,1,2296
Sergio Gil,20,183,Spain,cd lugo,300000,88,0,24,0,1,1051,0,0,234,799,0,0,1,0,0,1,0,0,0,1,0
Igor Martínez,27,169,Spain,cd lugo,300000,2378,200000,11,1,0,445,0,0,661,69,0,0,1,0,0,1,0,0,0,1,445
Fede Vico,22,177,Spain,cd lugo,500000,1407,1500000,15,1,1,856,0,0,135,434,6,1,0,0,0,1,0,0,0,1,856
Maxi Rolón,22,171,Argentina,cd lugo,250000,330,0,2,0,0,28,0,0,271,434,7,1,0,0,0,1,0,0,1,0,0
Adrià Carmona,25,171,Spain,cd lugo,200000,1558,0,3,0,0,78,0,0,274,434,5,1,0,0,0,1,0,0,0,1,0
Antonio Campillo,26,176,Spain,cd lugo,600000,177,0,34,3,6,2851,0,0,659,799,0,1,0,0,0,1,0,0,0,1,8553
Iriome González,29,185,Spain,cd lugo,500000,3167,0,32,1,4,1961,0,0,1019,434,3,1,0,0,0,1,0,0,0,1,1961
Yelko Pino,20,0,Spain,cd lugo,200000,1101,0,9,1,2,229,0,0,284,799,6,1,0,0,0,1,0,0,0,1,229
Joselu 2,26,177,Spain,cd lugo,1000000,1905,0,34,20,0,2967,0,0,603,69,0,1,0,0,0,1,0,0,0,1,59340
Brayan Perea,24,190,Colombia,cd lugo,600000,1201,2300000,13,0,0,178,0,0,234,69,11,1,0,0,0,1,0,0,1,0,0
Pablo Caballero,30,191,Argentina,cd lugo,400000,661,550000,28,2,2,847,0,0,813,69,0,1,0,0,0,1,0,0,1,0,1694
Unai Albizua,28,181,Spain,ucam murcia cf,400000,519,0,34,1,2,2953,0,0,268,69,0,0,0,1,0,1,0,0,0,1,2953
Hugo Álvarez,31,183,Spain,ucam murcia cf,300000,519,0,26,0,0,2205,0,0,295,69,0,0,0,1,0,1,0,0,0,1,0
Fran Pérez,31,188,Spain,ucam murcia cf,300000,1670,0,18,1,0,1443,0,0,978,69,0,0,0,1,0,1,0,0,0,1,1443
Juan Góngora,28,185,Spain,ucam murcia cf,400000,281,0,17,3,3,1530,0,0,1026,69,0,0,0,1,0,1,0,0,0,1,4590
David Morillas,30,186,Spain,ucam murcia cf,300000,661,0,27,0,1,2169,0,0,236,434,0,0,0,1,0,1,0,0,0,1,0
Tekio,26,175,Spain,ucam murcia cf,500000,281,0,33,0,0,2857,0,0,1555,69,0,0,0,1,0,1,0,0,0,1,0
Ritchie Kitoko,28,179,Belgium,ucam murcia cf,300000,2816,2000000,22,0,0,1533,0,0,275,69,0,0,0,1,0,1,0,0,0,1,0
Juande,30,183,Spain,ucam murcia cf,400000,3198,0,30,0,0,2420,0,0,239,69,1,0,1,0,0,1,0,0,0,1,0
Vullnet Basha,26,176,Albania,ucam murcia cf,300000,1785,0,20,1,1,1483,0,0,281,69,1,0,1,0,0,1,0,0,0,1,1483
Manuel Sánchez,28,185,Spain,ucam murcia cf,300000,661,0,14,0,0,930,0,0,111,69,0,0,1,0,0,1,0,0,0,1,0
Tito,31,185,Spain,ucam murcia cf,200000,983,0,26,4,0,1876,0,0,253,69,0,0,1,0,0,1,0,0,0,1,7504
Cedrick,25,167,Congo DR,ucam murcia cf,800000,1367,200000,3,0,0,111,0,0,111,69,17,1,0,0,0,1,0,1,0,0,0
Nono,25,168,Spain,ucam murcia cf,400000,281,0,33,3,2,1341,0,0,1003,69,0,1,0,0,0,1,0,0,0,1,4023
David Mayoral,20,174,Spain,ucam murcia cf,350000,79,0,28,7,0,1864,0,0,47,69,0,1,0,0,0,1,0,0,0,1,13048
Pere Milla,24,179,Spain,ucam murcia cf,300000,281,0,10,0,1,424,0,0,263,69,0,1,0,0,0,1,0,0,0,1,0
Vicente Pérez,30,180,Spain,ucam murcia cf,300000,1405,0,28,1,2,1689,0,0,288,69,0,1,0,0,0,1,0,0,0,1,1689
Natalio,32,176,Spain,ucam murcia cf,300000,3203,0,26,2,4,1296,0,0,295,434,0,1,0,0,0,1,0,0,0,1,2592
Iban Salvador,21,173,Equatorial Guinea,ucam murcia cf,300000,177,80000,20,2,0,1022,0,0,87,69,13,1,0,0,0,1,0,1,0,0,2044
Juan José Collantes,34,170,Spain,ucam murcia cf,200000,2816,0,32,2,2,2289,0,0,235,69,0,1,0,0,0,1,0,0,0,1,4578
